Disease,Medicine,Side_Effects,Min_Age,Max_Age,Min_Weight,Max_Weight,Min_BP,Max_BP,Alcohol_Consumption,Pregnant,Allergies,Current_Medications,Blood_Group,Effectiveness_1_10
Anemia,Iron supplements,"Nausea, Headache, Dizziness",7,77,26,95,86,153,Moderate,No,Food Allergy,None,AB-,8
Obesity,Ibuprofen,"Nausea, Headache, Dizziness",3,64,39,62,93,159,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",B+,9
COPD,Paracetamol,"Nausea, Headache, Dizziness",5,72,35,88,93,139,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A+,8
Lymphoma,Amoxicillin,"Nausea, Headache, Dizziness",7,64,34,73,100,155,Avoid,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A+,7
Malnutrition,Paracetamol,"Nausea, Headache, Dizziness",9,51,31,86,88,142,Avoid,Yes,"Penicillin,Dust,None",None,A+,8
Heart attack,Atorvastatin,"Nausea, Headache, Dizziness",7,71,33,84,97,160,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B-,6
Rheumatoid arthritis,Ibuprofen,"Nausea, Headache, Dizziness",2,76,30,72,88,135,Low,No,"Penicillin,Dust,None",None,A-,9
Heart attack,Clopidogrel,"Nausea, Headache, Dizziness",12,54,41,101,97,150,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",O+,7
Tuberculosis,Amoxicillin,"Nausea, Headache, Dizziness",10,70,36,85,91,159,Low,Yes,Food Allergy,None,O-,10
Breast cancer,Doxorubicin,"Nausea, Headache, Dizziness",7,50,43,62,83,131,Low,Yes,"Penicillin,Dust,None",None,AB+,10
Cholera,Paracetamol,"Nausea, Headache, Dizziness",12,78,40,106,95,140,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,6
Colon cancer,Amoxicillin,"Nausea, Headache, Dizziness",14,70,37,102,93,134,Avoid,No,None,None,O+,9
Coronary artery disease,Paracetamol,"Nausea, Headache, Dizziness",1,54,41,74,88,134,Avoid,No,Food Allergy,None,AB-,8
Bronchitis,Amoxicillin,"Nausea, Headache, Dizziness",7,50,25,83,85,165,Moderate,No,None,None,B+,8
Diabetes mellitus type 2,Insulin,"Nausea, Headache, Dizziness",5,64,34,86,88,161,Low,Yes,None,"None,Statins,Insulin,BP Meds",AB-,8
Hepatitis B,Amoxicillin,"Nausea, Headache, Dizziness",2,57,36,87,81,159,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",AB+,8
Obesity,Ibuprofen,"Nausea, Headache, Dizziness",3,74,37,76,92,139,Moderate,No,None,"None,Statins,Insulin,BP Meds",A-,7
Lung cancer,Ibuprofen,"Nausea, Headache, Dizziness",13,77,28,91,86,163,Avoid,No,None,"None,Statins,Insulin,BP Meds",AB-,6
Epilepsy,Ibuprofen,"Nausea, Headache, Dizziness",3,70,31,94,95,130,Moderate,No,Food Allergy,None,AB+,9
Zika virus,Ibuprofen,"Nausea, Headache, Dizziness",1,60,38,92,89,149,Low,No,None,"None,Statins,Insulin,BP Meds",B+,6
Dengue fever,Ibuprofen,"Nausea, Headache, Dizziness",5,61,25,62,84,135,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B-,10
Parkinson’s disease,Amoxicillin,"Nausea, Headache, Dizziness",9,77,35,83,81,150,Low,No,Food Allergy,"None,Statins,Insulin,BP Meds",B+,8
Hepatitis B,Amoxicillin,"Nausea, Headache, Dizziness",5,67,34,109,100,135,Moderate,Yes,Food Allergy,None,A+,7
Malaria,Chloroquine,"Nausea, Headache, Dizziness",10,65,41,82,81,141,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB+,6
Influenza,Paracetamol,"Nausea, Headache, Dizziness",3,69,36,80,95,132,Avoid,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B-,7
Epilepsy,Paracetamol,"Nausea, Headache, Dizziness",13,64,35,63,93,167,Moderate,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",A+,8
Heart attack,Atorvastatin,"Nausea, Headache, Dizziness",7,59,37,84,97,153,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A+,10
UTI,Amoxicillin,"Nausea, Headache, Dizziness",2,51,43,95,83,151,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",A-,9
Chickenpox,Paracetamol,"Nausea, Headache, Dizziness",15,50,29,63,93,169,Avoid,No,Food Allergy,None,B+,9
Obesity,Amoxicillin,"Nausea, Headache, Dizziness",7,60,33,65,84,141,Avoid,Yes,None,None,A-,9
Cirrhosis,Paracetamol,"Nausea, Headache, Dizziness",1,74,42,86,99,148,Avoid,No,None,"None,Statins,Insulin,BP Meds",A+,6
Rheumatoid arthritis,Amoxicillin,"Nausea, Headache, Dizziness",11,68,45,76,88,134,Moderate,No,None,None,AB+,9
COPD,Ibuprofen,"Nausea, Headache, Dizziness",12,64,33,63,98,164,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O+,7
Rabies,Amoxicillin,"Nausea, Headache, Dizziness",5,62,45,69,96,132,Moderate,Yes,None,None,A-,8
Obesity,Paracetamol,"Nausea, Headache, Dizziness",4,51,27,95,90,126,Low,No,Food Allergy,None,B+,6
Tuberculosis,Paracetamol,"Nausea, Headache, Dizziness",4,56,35,81,96,169,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,9
Epilepsy,Ibuprofen,"Nausea, Headache, Dizziness",7,68,39,76,97,137,Avoid,No,Food Allergy,None,O+,7
Asthma,Salbutamol,"Nausea, Headache, Dizziness",14,61,26,107,100,124,Low,Yes,None,None,AB-,10
HIV/AIDS,Efavirenz,"Nausea, Headache, Dizziness",2,82,29,85,84,159,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB-,6
Chikungunya,Amoxicillin,"Nausea, Headache, Dizziness",12,56,31,90,82,148,Low,No,"Penicillin,Dust,None",None,A+,7
Breast cancer,Paclitaxel,"Nausea, Headache, Dizziness",13,76,26,92,83,165,Moderate,No,None,"None,Statins,Insulin,BP Meds",AB+,6
Psoriasis,Ibuprofen,"Nausea, Headache, Dizziness",9,66,31,98,94,156,Low,No,None,"None,Statins,Insulin,BP Meds",AB-,9
Psoriasis,Ibuprofen,"Nausea, Headache, Dizziness",10,60,44,66,84,150,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,10
Dengue,ORS,"Nausea, Headache, Dizziness",9,65,30,88,88,168,Avoid,No,None,"None,Statins,Insulin,BP Meds",O+,6
Heart attack,Atorvastatin,"Nausea, Headache, Dizziness",2,77,26,60,91,161,Low,No,None,None,B+,6
Heart attack,Aspirin,"Nausea, Headache, Dizziness",1,78,45,87,82,121,Low,No,Food Allergy,None,O+,6
Mumps,Ibuprofen,"Nausea, Headache, Dizziness",15,85,34,102,85,139,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",A-,10
Ulcerative colitis,Amoxicillin,"Nausea, Headache, Dizziness",14,63,45,102,85,153,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",O-,10
Chickenpox,Paracetamol,"Nausea, Headache, Dizziness",1,71,41,74,96,127,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",A-,8
Stroke,Ibuprofen,"Nausea, Headache, Dizziness",10,80,29,97,91,143,Moderate,Yes,Food Allergy,None,AB+,10
Pneumonia,Paracetamol,"Nausea, Headache, Dizziness",6,71,30,72,87,161,Low,No,Food Allergy,None,O+,9
Anemia,Iron supplements,"Nausea, Headache, Dizziness",10,82,32,109,93,152,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B+,9
Heart attack,Heparin,"Nausea, Headache, Dizziness",3,51,43,93,94,160,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",O-,9
Heart attack,Aspirin,"Nausea, Headache, Dizziness",1,64,45,78,84,154,Moderate,No,None,"None,Statins,Insulin,BP Meds",A+,9
Ulcerative colitis,Ibuprofen,"Nausea, Headache, Dizziness",7,73,44,76,91,155,Avoid,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,7
COVID-19,Dexamethasone,"Nausea, Headache, Dizziness",8,84,25,106,86,133,Avoid,Yes,Food Allergy,None,O+,10
Influenza,Oseltamivir,"Nausea, Headache, Dizziness",14,54,43,65,86,136,Low,Yes,"Penicillin,Dust,None",None,AB-,8
Psoriasis,Amoxicillin,"Nausea, Headache, Dizziness",1,79,43,104,83,159,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",A+,8
Common Cold,Cetirizine,"Nausea, Headache, Dizziness",12,74,27,96,91,156,Moderate,No,None,"None,Statins,Insulin,BP Meds",AB-,7
Gonorrhea,Amoxicillin,"Nausea, Headache, Dizziness",8,64,26,106,90,153,Avoid,No,None,"None,Statins,Insulin,BP Meds",O+,9
Vitamin B12 deficiency,Ibuprofen,"Nausea, Headache, Dizziness",1,75,35,73,90,141,Low,Yes,None,"None,Statins,Insulin,BP Meds",O+,10
Lung cancer,Paracetamol,"Nausea, Headache, Dizziness",11,61,33,86,89,166,Low,Yes,None,"None,Statins,Insulin,BP Meds",A-,7
Psoriasis,Paracetamol,"Nausea, Headache, Dizziness",9,71,43,92,84,163,Low,Yes,"Penicillin,Dust,None",None,B-,6
Cholera,Amoxicillin,"Nausea, Headache, Dizziness",7,60,29,60,87,130,Low,Yes,None,None,AB-,6
Eczema,Amoxicillin,"Nausea, Headache, Dizziness",10,80,35,93,96,123,Low,Yes,"Penicillin,Dust,None",None,O+,7
Chickenpox,Amoxicillin,"Nausea, Headache, Dizziness",14,55,31,75,99,160,Low,No,None,"None,Statins,Insulin,BP Meds",O-,9
Crohn’s disease,Amoxicillin,"Nausea, Headache, Dizziness",6,74,25,96,90,161,Low,No,Food Allergy,None,AB-,9
Common Cold,Phenylephrine,"Nausea, Headache, Dizziness",15,73,30,106,96,165,Low,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,10
Parkinson’s disease,Paracetamol,"Nausea, Headache, Dizziness",5,54,33,95,89,122,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",B+,7
Chickenpox,Amoxicillin,"Nausea, Headache, Dizziness",15,74,41,100,80,136,Avoid,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,7
Parkinson’s disease,Amoxicillin,"Nausea, Headache, Dizziness",8,85,45,92,84,150,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,10
Influenza,Zanamivir,"Nausea, Headache, Dizziness",2,83,32,72,92,130,Moderate,Yes,Food Allergy,None,A+,10
Hypertension,Amlodipine,"Nausea, Headache, Dizziness",13,68,28,98,92,148,Avoid,Yes,None,None,AB+,9
Rabies,Paracetamol,"Nausea, Headache, Dizziness",4,82,41,106,97,126,Low,Yes,None,"None,Statins,Insulin,BP Meds",AB+,8
Vitamin D deficiency,Paracetamol,"Nausea, Headache, Dizziness",2,60,37,63,95,160,Avoid,No,None,None,O+,6
Tuberculosis,Ibuprofen,"Nausea, Headache, Dizziness",9,50,26,101,93,161,Moderate,Yes,"Penicillin,Dust,None",None,B+,9
Lung cancer,Paracetamol,"Nausea, Headache, Dizziness",5,81,26,92,84,144,Avoid,No,Food Allergy,None,A-,7
Osteoporosis,Amoxicillin,"Nausea, Headache, Dizziness",6,59,43,64,81,155,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,7
Colon cancer,Amoxicillin,"Nausea, Headache, Dizziness",10,57,27,96,81,134,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,10
Dengue,Paracetamol,"Nausea, Headache, Dizziness",5,57,28,78,99,155,Low,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O+,10
UTI,Amoxicillin,"Nausea, Headache, Dizziness",8,55,32,82,90,129,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,10
Malnutrition,Amoxicillin,"Nausea, Headache, Dizziness",6,52,29,65,82,129,Low,Yes,None,None,B+,7
Tuberculosis,Amoxicillin,"Nausea, Headache, Dizziness",4,67,38,99,91,164,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",A-,8
Gonorrhea,Amoxicillin,"Nausea, Headache, Dizziness",14,79,33,91,93,155,Low,No,Food Allergy,None,B+,6
Typhoid,Ciprofloxacin,"Nausea, Headache, Dizziness",14,60,36,100,80,168,Avoid,Yes,Food Allergy,None,B+,7
PCOS,Amoxicillin,"Nausea, Headache, Dizziness",13,66,26,80,91,142,Avoid,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A-,10
Syphilis,Amoxicillin,"Nausea, Headache, Dizziness",11,70,39,87,84,143,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,10
Zika virus,Amoxicillin,"Nausea, Headache, Dizziness",4,66,27,90,97,120,Avoid,Yes,None,None,AB-,10
Kidney stones,Paracetamol,"Nausea, Headache, Dizziness",9,85,40,108,88,165,Low,No,Food Allergy,None,O+,6
Epilepsy,Amoxicillin,"Nausea, Headache, Dizziness",6,70,39,99,92,166,Low,Yes,Food Allergy,None,AB-,10
Influenza,Paracetamol,"Nausea, Headache, Dizziness",10,74,29,89,95,129,Avoid,No,Food Allergy,None,B-,10
Diabetes mellitus type 2,Insulin,"Nausea, Headache, Dizziness",5,72,31,95,84,162,Low,No,Food Allergy,"None,Statins,Insulin,BP Meds",O+,8
Zika virus,Amoxicillin,"Nausea, Headache, Dizziness",15,78,44,63,94,143,Avoid,No,None,"None,Statins,Insulin,BP Meds",O-,9
Vitamin B12 deficiency,Amoxicillin,"Nausea, Headache, Dizziness",3,59,39,63,99,134,Low,Yes,"Penicillin,Dust,None",None,A-,6
Tuberculosis,Amoxicillin,"Nausea, Headache, Dizziness",11,67,27,76,90,166,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",O+,10
Gonorrhea,Amoxicillin,"Nausea, Headache, Dizziness",3,71,45,68,91,131,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",A+,9
Rheumatoid arthritis,Amoxicillin,"Nausea, Headache, Dizziness",13,71,41,73,83,157,Low,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,6
Depression,Sertraline,"Nausea, Headache, Dizziness",8,53,42,62,88,144,Avoid,Yes,"Penicillin,Dust,None",None,O-,10
Chikungunya,Ibuprofen,"Nausea, Headache, Dizziness",8,53,33,78,94,165,Moderate,No,None,None,AB-,6
Hypertension,Enalapril,"Nausea, Headache, Dizziness",6,68,31,105,94,139,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,6
Gonorrhea,Ibuprofen,"Nausea, Headache, Dizziness",1,81,35,74,82,144,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,7
Hepatitis C,Amoxicillin,"Nausea, Headache, Dizziness",15,78,45,89,81,146,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",B+,8
Cholera,Amoxicillin,"Nausea, Headache, Dizziness",5,52,25,106,85,160,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB-,6
Pneumonia,Ibuprofen,"Nausea, Headache, Dizziness",11,65,36,62,85,126,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O+,9
Diabetes mellitus type 2,Metformin,"Nausea, Headache, Dizziness",15,66,30,71,80,124,Moderate,No,Food Allergy,None,O-,8
Dengue fever,Paracetamol,"Nausea, Headache, Dizziness",6,81,30,106,93,131,Low,Yes,None,"None,Statins,Insulin,BP Meds",A-,8
Osteoarthritis,Ibuprofen,"Nausea, Headache, Dizziness",1,75,25,107,85,147,Low,No,"Penicillin,Dust,None",None,B+,8
Rheumatoid arthritis,Amoxicillin,"Nausea, Headache, Dizziness",3,70,26,98,100,165,Avoid,No,Food Allergy,None,O+,8
Kidney stones,Ibuprofen,"Nausea, Headache, Dizziness",12,81,43,92,94,125,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",A-,8
COVID-19,Dexamethasone,"Nausea, Headache, Dizziness",13,60,34,77,98,131,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",B+,8
Ulcerative colitis,Ibuprofen,"Nausea, Headache, Dizziness",11,60,33,106,86,144,Avoid,No,"Penicillin,Dust,None",None,O+,9
Psoriasis,Ibuprofen,"Nausea, Headache, Dizziness",13,52,40,104,84,141,Low,Yes,None,None,B-,8
Eczema,Ibuprofen,"Nausea, Headache, Dizziness",1,77,25,64,83,154,Moderate,No,"Penicillin,Dust,None",None,AB-,6
Alzheimer’s disease,Ibuprofen,"Nausea, Headache, Dizziness",8,80,41,86,81,158,Low,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B-,7
Gonorrhea,Paracetamol,"Nausea, Headache, Dizziness",15,66,25,74,92,146,Moderate,Yes,"Penicillin,Dust,None",None,A-,8
Asthma,Salbutamol,"Nausea, Headache, Dizziness",14,61,26,107,100,124,Low,Yes,None,None,AB-,10
Eczema,Ibuprofen,"Nausea, Headache, Dizziness",10,77,39,95,85,121,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",A+,7
Anemia,Iron supplements,"Nausea, Headache, Dizziness",13,59,40,60,96,166,Low,No,"Penicillin,Dust,None",None,AB+,6
Breast cancer,Paclitaxel,"Nausea, Headache, Dizziness",3,79,45,104,82,155,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O+,10
Gout,Amoxicillin,"Nausea, Headache, Dizziness",6,57,36,74,97,147,Low,Yes,"Penicillin,Dust,None",None,A-,8
Zika virus,Ibuprofen,"Nausea, Headache, Dizziness",5,66,36,64,98,161,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",O+,8
Dengue fever,Paracetamol,"Nausea, Headache, Dizziness",4,84,33,76,85,152,Avoid,No,None,"None,Statins,Insulin,BP Meds",O-,8
Psoriasis,Paracetamol,"Nausea, Headache, Dizziness",1,70,31,69,85,153,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A-,7
COVID-19,Remdesivir,"Nausea, Headache, Dizziness",7,70,37,77,98,137,Low,No,None,None,B+,6
Gout,Ibuprofen,"Nausea, Headache, Dizziness",1,58,27,73,94,143,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",B+,9
Prostate cancer,Amoxicillin,"Nausea, Headache, Dizziness",7,64,43,81,87,152,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,7
UTI,Nitrofurantoin,"Nausea, Headache, Dizziness",15,65,36,82,97,126,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",A+,7
COPD,Amoxicillin,"Nausea, Headache, Dizziness",14,84,27,80,90,161,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",A+,8
Colon cancer,Amoxicillin,"Nausea, Headache, Dizziness",7,75,43,89,86,151,Low,No,None,None,AB-,10
Lymphoma,Ibuprofen,"Nausea, Headache, Dizziness",8,59,31,108,80,161,Moderate,No,None,"None,Statins,Insulin,BP Meds",O+,6
Vitamin D deficiency,Paracetamol,"Nausea, Headache, Dizziness",3,76,40,101,80,125,Low,No,"Penicillin,Dust,None",None,AB+,7
Chikungunya,Amoxicillin,"Nausea, Headache, Dizziness",10,85,41,88,97,151,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B+,7
Pneumonia,Paracetamol,"Nausea, Headache, Dizziness",4,62,40,90,94,155,Avoid,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",B-,10
COVID-19,Remdesivir,"Nausea, Headache, Dizziness",11,52,28,65,98,138,Low,Yes,Food Allergy,None,B-,10
Rheumatoid arthritis,Amoxicillin,"Nausea, Headache, Dizziness",11,68,45,76,88,134,Moderate,No,None,None,AB+,9
Measles,Paracetamol,"Nausea, Headache, Dizziness",10,72,30,84,92,154,Moderate,Yes,"Penicillin,Dust,None",None,O-,9
Cirrhosis,Ibuprofen,"Nausea, Headache, Dizziness",8,84,29,102,87,123,Low,No,Food Allergy,None,O+,7
Endometriosis,Amoxicillin,"Nausea, Headache, Dizziness",2,70,44,101,97,137,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",A+,8
PCOS,Ibuprofen,"Nausea, Headache, Dizziness",8,55,37,77,84,147,Avoid,No,None,"None,Statins,Insulin,BP Meds",O-,9
COPD,Paracetamol,"Nausea, Headache, Dizziness",2,73,39,106,86,158,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB+,7
COVID-19,Remdesivir,"Nausea, Headache, Dizziness",2,79,44,81,82,160,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A-,9
Rabies,Paracetamol,"Nausea, Headache, Dizziness",10,77,25,99,97,170,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",A-,10
IBS,Amoxicillin,"Nausea, Headache, Dizziness",13,60,37,87,81,154,Avoid,Yes,"Penicillin,Dust,None",None,A+,7
Osteoporosis,Ibuprofen,"Nausea, Headache, Dizziness",15,65,39,101,96,130,Low,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O+,10
Kidney stones,Ibuprofen,"Nausea, Headache, Dizziness",11,55,28,102,98,146,Avoid,No,None,"None,Statins,Insulin,BP Meds",A-,9
Osteoarthritis,Paracetamol,"Nausea, Headache, Dizziness",3,82,25,89,88,123,Low,No,None,None,B-,10
Malnutrition,Paracetamol,"Nausea, Headache, Dizziness",10,67,41,85,93,167,Moderate,Yes,Food Allergy,None,B+,8
Parkinson’s disease,Amoxicillin,"Nausea, Headache, Dizziness",1,54,28,74,94,129,Low,No,"Penicillin,Dust,None",None,A+,7
Obesity,Amoxicillin,"Nausea, Headache, Dizziness",2,68,41,71,80,166,Moderate,Yes,Food Allergy,None,A-,10
Hepatitis B,Ibuprofen,"Nausea, Headache, Dizziness",1,78,32,105,84,154,Moderate,No,None,"None,Statins,Insulin,BP Meds",B+,7
Chikungunya,Amoxicillin,"Nausea, Headache, Dizziness",3,85,36,92,84,137,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",A-,8
Cirrhosis,Paracetamol,"Nausea, Headache, Dizziness",13,79,30,61,82,168,Moderate,Yes,None,"None,Statins,Insulin,BP Meds",A-,6
Heart attack,Heparin,"Nausea, Headache, Dizziness",4,64,34,103,96,148,Avoid,Yes,Food Allergy,None,O-,6
Parkinson’s disease,Amoxicillin,"Nausea, Headache, Dizziness",6,72,30,97,89,154,Moderate,No,None,None,O+,10
Leukemia,Ibuprofen,"Nausea, Headache, Dizziness",13,76,40,108,97,140,Moderate,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,6
Osteoarthritis,Paracetamol,"Nausea, Headache, Dizziness",12,76,36,78,80,120,Avoid,No,"Penicillin,Dust,None",None,B+,6
Dengue fever,Ibuprofen,"Nausea, Headache, Dizziness",3,55,26,95,81,152,Low,Yes,None,"None,Statins,Insulin,BP Meds",AB-,8
Stroke,Amoxicillin,"Nausea, Headache, Dizziness",10,55,32,85,91,165,Avoid,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",O-,6
Bronchitis,Ibuprofen,"Nausea, Headache, Dizziness",14,82,32,65,82,138,Low,No,None,"None,Statins,Insulin,BP Meds",A+,8
Chickenpox,Ibuprofen,"Nausea, Headache, Dizziness",11,74,45,67,82,144,Low,Yes,None,"None,Statins,Insulin,BP Meds",O-,7
Ulcerative colitis,Ibuprofen,"Nausea, Headache, Dizziness",7,84,35,83,87,126,Low,Yes,"Penicillin,Dust,None",None,O-,9
Pneumonia,Ibuprofen,"Nausea, Headache, Dizziness",13,80,25,100,84,140,Moderate,No,None,None,O-,10
Cirrhosis,Paracetamol,"Nausea, Headache, Dizziness",15,63,39,92,84,144,Moderate,Yes,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB+,6
COVID-19,Paracetamol,"Nausea, Headache, Dizziness",13,76,36,97,80,144,Low,Yes,"Penicillin,Dust,None",None,A+,8
Anxiety disorder,Diazepam,"Nausea, Headache, Dizziness",13,66,30,85,100,149,Low,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB-,7
Typhoid,Azithromycin,"Nausea, Headache, Dizziness",2,54,43,102,88,131,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",O-,7
Diabetes mellitus type 2,Glimepiride,"Nausea, Headache, Dizziness",2,53,39,68,95,166,Avoid,No,None,None,O-,8
Dengue fever,Ibuprofen,"Nausea, Headache, Dizziness",7,76,29,83,90,146,Avoid,Yes,None,"None,Statins,Insulin,BP Meds",AB+,9
Chikungunya,Ibuprofen,"Nausea, Headache, Dizziness",1,70,33,62,86,153,Low,No,None,"None,Statins,Insulin,BP Meds",A+,8
Parkinson’s disease,Ibuprofen,"Nausea, Headache, Dizziness",13,72,31,92,87,147,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",A-,9
Zika virus,Paracetamol,"Nausea, Headache, Dizziness",11,76,32,79,83,126,Avoid,Yes,"Penicillin,Dust,None",None,AB-,7
Syphilis,Paracetamol,"Nausea, Headache, Dizziness",1,85,29,70,88,169,Low,No,None,None,A-,8
Syphilis,Amoxicillin,"Nausea, Headache, Dizziness",10,75,29,94,92,166,Moderate,No,None,None,B+,7
Gonorrhea,Paracetamol,"Nausea, Headache, Dizziness",1,63,34,100,85,133,Low,No,"Penicillin,Dust,None","None,Statins,Insulin,BP Meds",AB+,8
Alzheimer’s disease,Ibuprofen,"Nausea, Headache, Dizziness",3,53,41,99,80,135,Moderate,No,Food Allergy,"None,Statins,Insulin,BP Meds",B+,7
Vitamin B12 deficiency,Ibuprofen,"Nausea, Headache, Dizziness",8,68,41,93,89,124,Low,No,Food Allergy,"None,Statins,Insulin,BP Meds",B+,10
Psoriasis,Ibuprofen,"Nausea, Headache, Dizziness",10,60,44,66,84,150,Avoid,No,Food Allergy,"None,Statins,Insulin,BP Meds",AB+,10
Chronic kidney disease,Ibuprofen,"Nausea, Headache, Dizziness",12,79,45,101,93,127,Moderate,No,None,"None,Statins,Insulin,BP Meds",O-,9
Tuberculosis,Amoxicillin,"Nausea, Headache, Dizziness",1,70,27,72,91,151,Low,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",AB-,7
Rabies,Paracetamol,"Nausea, Headache, Dizziness",5,75,39,83,82,128,Avoid,Yes,Food Allergy,"None,Statins,Insulin,BP Meds",B-,8
Psoriasis,Paracetamol,"Nausea, Headache, Dizziness",9,63,42,69,84,121,Moderate,Yes,"Penicillin,Dust,None",None,A-,8
Prostate cancer,Ibuprofen,"Nausea, Headache, Dizziness",4,58,25,109,81,156,Avoid,Yes,None,None,O-,6
Chronic kidney disease,Ibuprofen,"Nausea, Headache, Dizziness",12,59,42,70,90,126,Moderate,Yes,Food Allergy,None,A+,7
Obesity,Amoxicillin,"Nausea, Headache, Dizziness",7,80,28,90,86,129,Low,No,None,"None,Statins,Insulin,BP Meds",AB-,10
Syphilis,Paracetamol,"Nausea, Headache, Dizziness",11,63,33,102,80,162,Low,No,Food Allergy,None,O+,10
