Disease,Medicine,Side_Effects,Min_Age,Max_Age,Min_Weight_kg,Max_Weight_kg,Min_BP_mmHg,Max_BP_mmHg,Alcohol_Consumption,Pregnant,Allergies,Current_Medications,Blood_Group,Effectiveness_1_10
COVID-19,Remdesivir,Dry Mouth,9,48,34,70,96,160,Occasional,No,Sulfa,Calcium,B+,6
Asthma,Budesonide,Headache,5,57,38,100,92,138,Occasional,Not Applicable,Dust,Multivitamin,A-,6
Depression,Fluoxetine,Diarrhea,5,52,42,68,86,167,Yes,Yes,Penicillin,Vitamin D,O+,4
Flu,Paracetamol,Vomiting,9,78,36,72,99,144,Occasional,Yes,Dust,Iron Supplement,AB-,9
Arthritis,Ibuprofen,Sleepiness,6,82,38,91,87,152,Occasional,Not Applicable,Sulfa,Vitamin D,AB-,10
Liver Disease,Lactulose,Dry Mouth,8,49,45,120,94,176,No,No,Sulfa,Vitamin D,O-,5
Heart Disease,Aspirin,Dizziness,17,68,41,68,84,151,No,Yes,Dust,Iron Supplement,A-,6
COVID-19,Remdesivir,Sleepiness,1,49,44,91,82,166,Occasional,Yes,Pollen,Vitamin D,AB-,10
Diabetes,Metformin,Diarrhea,14,49,37,82,84,138,Yes,Yes,Dust,Calcium,O-,9
Arthritis,Diclofenac,Constipation,1,45,44,71,83,135,No,Not Applicable,Penicillin,Vitamin D,O+,5
Kidney Disease,Calcitriol,Fatigue,15,86,42,71,90,171,Occasional,No,Pollen,Calcium,O+,10
Liver Disease,Rifaximin,Constipation,10,60,45,98,85,128,Occasional,No,Penicillin,Vitamin D,O-,5
Malaria,Chloroquine,Nausea,3,81,36,86,98,126,No,No,Peanuts,None,AB+,5
PCOS,Metformin,Rash,13,72,37,70,92,153,Occasional,Yes,Penicillin,Vitamin D,AB+,10
Hypertension,Atenolol,Constipation,1,41,43,106,84,154,No,Yes,Pollen,Calcium,AB+,5
Arthritis,Methotrexate,Nausea,14,62,48,77,80,178,Occasional,No,None,Multivitamin,B-,5
COVID-19,Favipiravir,Fatigue,1,65,50,80,93,135,No,No,Peanuts,Iron Supplement,B+,10
Hypertension,Amlodipine,Dizziness,16,68,34,63,95,132,Occasional,No,Pollen,None,AB-,6
Flu,Ibuprofen,Constipation,17,77,38,106,92,126,Yes,No,Sulfa,Iron Supplement,B-,4
Heart Disease,Atorvastatin,Nausea,11,66,32,113,82,176,No,No,Peanuts,Calcium,B+,9
COVID-19,Favipiravir,Constipation,6,76,35,87,88,120,Yes,Not Applicable,Pollen,Multivitamin,B+,7
Typhoid,Azithromycin,Sleepiness,18,45,50,79,82,159,No,Yes,Pollen,Vitamin D,O-,8
Anxiety,Clonazepam,Sleepiness,8,61,44,99,95,125,Yes,Not Applicable,Sulfa,Calcium,B+,6
Hypertension,Losartan,Dizziness,2,84,45,77,96,156,Occasional,Yes,None,None,O-,7
Tuberculosis,Ethambutol,Nausea,5,47,39,70,85,154,Yes,Not Applicable,Peanuts,None,A+,4
Liver Disease,Ursodeoxycholic Acid,Vomiting,7,70,39,97,94,121,Yes,Not Applicable,Dust,None,AB+,4
Cancer,Paclitaxel,Sleepiness,2,75,36,110,82,148,Yes,No,Pollen,Vitamin D,A-,4
PCOS,Clomiphene,Constipation,17,83,47,112,90,152,Yes,No,None,Calcium,A+,6
Cancer,Cisplatin,Nausea,3,57,45,114,92,125,Occasional,Yes,Dust,Vitamin D,B+,6
Flu,Ibuprofen,Sleepiness,12,78,43,91,86,174,Yes,No,Sulfa,Multivitamin,B-,6
Diabetes,Metformin,Dizziness,13,66,45,90,88,124,Occasional,Not Applicable,None,None,AB+,6
Depression,Escitalopram,Rash,6,56,40,96,84,120,Occasional,Not Applicable,None,Vitamin D,O+,8
Heart Disease,Clopidogrel,Headache,7,65,33,93,91,165,Occasional,Not Applicable,Peanuts,Vitamin D,B-,7
Tuberculosis,Ethambutol,Fatigue,1,62,42,80,83,166,Yes,No,None,None,B-,8
Arthritis,Ibuprofen,Constipation,10,79,41,93,81,168,Occasional,Yes,None,Vitamin D,A+,5
Migraine,Sumatriptan,Dry Mouth,15,74,48,97,82,130,No,Yes,Dust,Iron Supplement,A+,5
Arthritis,Diclofenac,Dry Mouth,3,47,37,69,98,161,No,Yes,Pollen,Calcium,A+,8
Thyroid Disorder,Levothyroxine,Dizziness,7,60,31,60,94,148,Yes,Yes,Sulfa,Multivitamin,B-,9
Thyroid Disorder,Levothyroxine,Dry Mouth,6,84,41,117,90,126,Yes,Yes,Pollen,Vitamin D,A-,6
Malaria,Primaquine,Dizziness,9,56,45,92,99,157,No,Yes,Penicillin,Vitamin D,O+,6
Arthritis,Diclofenac,Sleepiness,18,80,49,109,91,168,No,Yes,Dust,Vitamin D,A+,10
Heart Disease,Clopidogrel,Nausea,12,57,37,64,90,126,Yes,Yes,Dust,Vitamin D,B+,9
Hypertension,Amlodipine,Fatigue,11,52,31,116,89,155,No,Yes,Peanuts,Vitamin D,B+,5
Obesity,Phentermine,Dizziness,14,58,33,63,93,128,Occasional,Yes,Sulfa,Iron Supplement,B-,5
Cancer,Imatinib,Dizziness,1,70,37,60,92,124,No,Not Applicable,Sulfa,Multivitamin,A-,10
Thyroid Disorder,Propylthiouracil,Vomiting,10,44,41,98,92,165,Yes,Yes,None,Vitamin D,AB-,9
Migraine,Propranolol,Rash,13,76,35,65,87,175,Occasional,Yes,Penicillin,Calcium,AB-,8
Flu,Oseltamivir,Dizziness,13,52,31,84,92,146,Occasional,No,Pollen,Multivitamin,A+,4
COVID-19,Paracetamol,Dizziness,18,72,43,107,90,172,No,No,Penicillin,Calcium,O+,8
PCOS,Letrozole,Rash,10,45,39,87,91,135,Occasional,Yes,Peanuts,None,B+,5
Malaria,Artemether,Diarrhea,3,44,38,87,98,143,Occasional,No,Peanuts,None,A+,5
COVID-19,Favipiravir,Nausea,13,51,46,108,92,123,No,Not Applicable,None,Multivitamin,B-,9
Tuberculosis,Ethambutol,Sleepiness,6,42,47,61,86,148,Yes,No,Dust,Multivitamin,O-,9
Flu,Paracetamol,Dizziness,5,89,44,91,91,144,Yes,Not Applicable,Penicillin,Vitamin D,AB-,5
COVID-19,Favipiravir,Dizziness,16,72,34,72,99,148,Occasional,Not Applicable,Peanuts,Multivitamin,O+,6
Diabetes,Glimepiride,Dry Mouth,8,86,48,106,98,163,Occasional,No,Pollen,None,O-,5
Flu,Ibuprofen,Rash,7,76,36,95,83,176,Yes,No,Penicillin,Multivitamin,B-,4
COVID-19,Favipiravir,Diarrhea,9,65,47,81,94,175,No,Not Applicable,Pollen,Vitamin D,O+,9
Allergy,Loratadine,Vomiting,16,51,44,62,98,128,No,Yes,Dust,Vitamin D,B-,4
Flu,Oseltamivir,Rash,5,82,31,92,98,134,Occasional,No,None,None,B-,4
Diabetes,Glimepiride,Diarrhea,12,62,37,61,97,141,Occasional,No,Penicillin,Iron Supplement,O-,6
COVID-19,Paracetamol,Sleepiness,9,79,41,114,89,168,Yes,Not Applicable,None,None,AB-,5
Kidney Disease,Calcitriol,Nausea,10,43,45,90,90,162,Occasional,Not Applicable,Penicillin,Multivitamin,B-,7
Malaria,Primaquine,Diarrhea,9,72,45,107,81,136,No,Not Applicable,Sulfa,Calcium,AB-,10
Flu,Ibuprofen,Dry Mouth,17,74,48,88,97,175,No,Yes,Peanuts,Iron Supplement,B+,7
Heart Disease,Clopidogrel,Dizziness,8,52,37,117,100,122,Occasional,Yes,Sulfa,None,O-,5
Thyroid Disorder,Propylthiouracil,Nausea,15,58,39,88,83,168,Yes,Not Applicable,None,Multivitamin,AB+,10
Flu,Paracetamol,Vomiting,4,49,49,82,89,174,No,Yes,Sulfa,Iron Supplement,B+,6
PCOS,Clomiphene,Diarrhea,2,76,46,80,87,125,Yes,No,Dust,Iron Supplement,O+,10
Diabetes,Metformin,Diarrhea,15,78,44,89,81,136,Occasional,No,Peanuts,Multivitamin,O-,10
Flu,Paracetamol,Dizziness,11,83,34,114,90,133,No,No,Dust,Iron Supplement,B-,5
Typhoid,Ciprofloxacin,Sleepiness,4,54,30,108,80,175,Occasional,Yes,Penicillin,Multivitamin,AB+,4
Flu,Oseltamivir,Rash,6,52,38,113,98,150,Occasional,Yes,Sulfa,None,AB+,4
Kidney Disease,Furosemide,Sleepiness,6,75,39,66,80,158,No,No,None,None,B-,6
Liver Disease,Ursodeoxycholic Acid,Sleepiness,5,80,33,94,87,157,No,Yes,Dust,None,A-,4
Obesity,Orlistat,Sleepiness,12,50,37,114,92,145,Yes,Yes,Dust,None,O+,5
Tuberculosis,Ethambutol,Sleepiness,12,48,44,106,100,169,No,No,None,Multivitamin,O-,6
Typhoid,Azithromycin,Sleepiness,8,68,36,105,88,147,No,Not Applicable,Dust,Multivitamin,B+,9
Kidney Disease,Erythropoietin,Constipation,15,75,35,107,90,172,Occasional,Yes,Penicillin,Iron Supplement,AB-,7
Diabetes,Insulin,Sleepiness,9,72,32,114,80,167,Yes,Not Applicable,Peanuts,Multivitamin,B-,10
COVID-19,Remdesivir,Headache,16,73,35,93,91,163,Occasional,No,Dust,Calcium,A-,4
Asthma,Budesonide,Vomiting,15,74,33,116,96,157,Occasional,No,Dust,None,O+,5
Depression,Sertraline,Sleepiness,12,49,37,77,93,120,Yes,Not Applicable,Pollen,None,A-,7
Tuberculosis,Ethambutol,Diarrhea,14,66,50,72,93,120,Yes,Yes,Sulfa,Vitamin D,AB+,5
Obesity,Liraglutide,Fatigue,6,56,43,105,89,126,Yes,Not Applicable,Penicillin,Vitamin D,A+,5
Migraine,Propranolol,Dizziness,16,72,38,61,94,132,No,Not Applicable,None,Iron Supplement,O-,8
Heart Disease,Atorvastatin,Nausea,2,66,49,75,86,123,No,Yes,None,Calcium,O+,6
Tuberculosis,Ethambutol,Nausea,15,77,40,76,87,138,No,No,Pollen,Vitamin D,AB-,9
Depression,Sertraline,Rash,5,40,37,100,88,166,Yes,Yes,None,None,AB-,10
Depression,Sertraline,Vomiting,13,79,35,69,81,157,Occasional,Yes,Pollen,Calcium,AB+,9
Arthritis,Ibuprofen,Headache,2,80,47,105,82,157,No,No,Penicillin,Iron Supplement,O-,8
Allergy,Fexofenadine,Sleepiness,9,56,41,114,87,163,No,Not Applicable,Dust,Vitamin D,A-,9
Allergy,Loratadine,Rash,5,67,50,103,85,177,No,No,None,Iron Supplement,A+,4
Diabetes,Insulin,Vomiting,9,56,44,62,98,180,Occasional,Not Applicable,Penicillin,Vitamin D,A+,4
PCOS,Metformin,Sleepiness,15,74,47,83,83,148,Occasional,Not Applicable,Penicillin,None,AB+,10
Heart Disease,Aspirin,Diarrhea,4,41,32,94,86,142,Yes,Yes,Peanuts,Calcium,AB+,6
Migraine,Sumatriptan,Rash,9,72,49,88,80,167,Yes,No,Pollen,None,O-,10
COVID-19,Remdesivir,Sleepiness,17,73,47,107,97,122,Yes,Not Applicable,Peanuts,Calcium,A+,8
Flu,Paracetamol,Sleepiness,17,90,39,68,99,173,Occasional,No,Sulfa,None,AB-,10
Anxiety,Clonazepam,Rash,8,44,36,84,90,174,Yes,No,Dust,None,B+,10
Asthma,Montelukast,Constipation,1,47,41,103,88,122,Occasional,No,Dust,None,AB+,9
Heart Disease,Atorvastatin,Vomiting,10,68,41,110,86,143,Occasional,Yes,Peanuts,Iron Supplement,AB+,5
Migraine,Topiramate,Constipation,12,41,41,78,94,156,Yes,Yes,Dust,Iron Supplement,AB+,8
Liver Disease,Rifaximin,Dizziness,14,52,33,101,95,153,Yes,Not Applicable,Dust,Calcium,AB+,8
Migraine,Topiramate,Dry Mouth,15,42,39,113,81,163,Yes,Yes,Dust,Vitamin D,A-,6
Depression,Escitalopram,Dizziness,18,89,30,76,91,142,Occasional,Not Applicable,None,Vitamin D,AB-,4
Tuberculosis,Isoniazid,Constipation,10,52,43,98,91,173,Occasional,Yes,Penicillin,Calcium,O+,6
Anxiety,Alprazolam,Headache,14,69,50,99,95,162,Occasional,Yes,Peanuts,Multivitamin,B-,7
Asthma,Montelukast,Diarrhea,10,74,47,119,96,123,No,Not Applicable,Penicillin,Calcium,A+,4
Hypertension,Amlodipine,Dizziness,3,83,42,117,92,160,Yes,Yes,Sulfa,Calcium,B-,6
Malaria,Chloroquine,Vomiting,3,48,47,109,92,179,Occasional,No,Penicillin,Vitamin D,O+,5
Anxiety,Buspirone,Constipation,8,63,32,85,84,172,Occasional,Not Applicable,Sulfa,None,O-,4
Heart Disease,Atorvastatin,Dizziness,18,51,44,70,85,166,Yes,No,None,Iron Supplement,O+,9
Heart Disease,Atorvastatin,Sleepiness,1,58,41,116,94,130,Yes,No,None,Vitamin D,O-,10
Cancer,Paclitaxel,Headache,4,63,32,114,94,149,Occasional,No,Sulfa,Iron Supplement,AB-,4
Typhoid,Cefixime,Sleepiness,14,65,50,95,90,126,Yes,Yes,None,Vitamin D,O+,5
Flu,Oseltamivir,Fatigue,9,52,41,94,95,136,No,Yes,Dust,Calcium,AB+,10
Asthma,Montelukast,Rash,2,83,50,78,94,122,Occasional,No,Sulfa,Calcium,AB+,10
Tuberculosis,Isoniazid,Nausea,7,40,46,74,87,134,Yes,No,None,Vitamin D,O+,7
Migraine,Propranolol,Nausea,18,53,36,112,82,152,Occasional,Yes,Penicillin,None,O+,9
PCOS,Letrozole,Dry Mouth,12,41,36,98,87,139,Occasional,Yes,Dust,Multivitamin,AB-,6
Asthma,Budesonide,Dry Mouth,5,70,36,83,95,135,No,No,Pollen,Vitamin D,A+,8
COVID-19,Paracetamol,Nausea,15,48,35,64,90,127,Yes,No,Dust,Iron Supplement,A-,10
Malaria,Primaquine,Nausea,9,49,42,63,88,176,Yes,No,Sulfa,Multivitamin,A+,5
Hypertension,Atenolol,Constipation,4,62,31,88,83,169,No,No,Pollen,Multivitamin,A+,10
Thyroid Disorder,Propylthiouracil,Constipation,17,52,43,102,83,122,Yes,No,Sulfa,Vitamin D,O-,4
Malaria,Artemether,Fatigue,18,60,49,98,83,159,Occasional,Not Applicable,None,None,A-,8
Heart Disease,Aspirin,Sleepiness,12,60,46,76,87,180,No,Yes,Pollen,Calcium,AB-,5
Diabetes,Glimepiride,Dry Mouth,10,82,36,64,94,152,No,Yes,Pollen,Vitamin D,O-,7
Anxiety,Alprazolam,Dizziness,5,81,34,103,82,127,No,No,Dust,Vitamin D,A+,6
Asthma,Montelukast,Constipation,8,58,37,118,80,176,Yes,No,Penicillin,Iron Supplement,B+,7
Anxiety,Buspirone,Constipation,5,66,39,88,100,177,No,Not Applicable,None,Calcium,O-,8
Hypertension,Losartan,Rash,8,62,31,86,86,161,Occasional,No,Dust,None,A+,4
Cancer,Cisplatin,Constipation,18,68,39,116,92,134,No,Yes,Peanuts,Iron Supplement,O+,5
COVID-19,Remdesivir,Headache,11,67,38,61,92,144,Yes,Not Applicable,None,Vitamin D,O+,7
Anxiety,Alprazolam,Vomiting,1,40,41,103,100,145,Yes,No,Pollen,Calcium,A-,5
Arthritis,Diclofenac,Nausea,1,44,34,66,97,171,Yes,Yes,Peanuts,Calcium,B+,6
Cancer,Paclitaxel,Dry Mouth,4,65,50,90,85,173,Yes,Yes,Peanuts,Vitamin D,B+,8
Flu,Paracetamol,Nausea,11,79,43,94,95,156,No,Yes,Peanuts,Iron Supplement,A+,4
Asthma,Budesonide,Sleepiness,17,58,34,120,100,132,Yes,No,Peanuts,None,A+,4
Anxiety,Alprazolam,Dry Mouth,13,63,48,107,89,149,Yes,Yes,Peanuts,Calcium,O+,10
Arthritis,Methotrexate,Dry Mouth,1,43,46,67,84,141,Yes,Not Applicable,Dust,Iron Supplement,A+,9
Arthritis,Diclofenac,Sleepiness,13,58,38,82,99,147,Occasional,Not Applicable,Sulfa,Calcium,AB-,6
Obesity,Liraglutide,Diarrhea,11,64,34,83,95,130,Yes,No,None,Vitamin D,B+,9
Cancer,Paclitaxel,Sleepiness,5,76,39,90,96,124,Occasional,No,Pollen,None,B-,5
Depression,Fluoxetine,Nausea,5,76,41,107,81,154,No,Yes,Dust,Calcium,O+,6
Kidney Disease,Calcitriol,Fatigue,17,40,40,90,87,171,Occasional,No,Sulfa,Vitamin D,AB+,9
Heart Disease,Atorvastatin,Vomiting,4,80,41,74,97,126,Yes,No,Pollen,Multivitamin,AB-,8
Cancer,Cisplatin,Dry Mouth,1,89,43,85,92,124,No,Not Applicable,Penicillin,Calcium,O+,8
Thyroid Disorder,Levothyroxine,Headache,2,84,44,89,84,139,Yes,Not Applicable,Dust,Vitamin D,A-,9
Arthritis,Ibuprofen,Dizziness,18,52,39,80,93,153,Yes,Not Applicable,Peanuts,Calcium,AB+,6
PCOS,Clomiphene,Headache,15,48,45,104,89,137,No,No,None,Calcium,A+,5
Kidney Disease,Erythropoietin,Fatigue,9,44,43,115,88,166,Occasional,Yes,Peanuts,Multivitamin,A+,5
Flu,Paracetamol,Dry Mouth,13,58,44,117,87,131,Yes,No,Sulfa,None,AB-,4
Tuberculosis,Ethambutol,Rash,3,58,32,63,91,168,No,No,Penicillin,Multivitamin,B-,9
Anxiety,Buspirone,Fatigue,18,71,30,120,100,125,No,No,Penicillin,Iron Supplement,AB-,6
Obesity,Orlistat,Rash,1,77,46,119,100,166,Yes,Yes,Penicillin,Vitamin D,B+,9
Hypertension,Losartan,Vomiting,14,82,34,104,92,120,No,No,Sulfa,Multivitamin,A-,6
Diabetes,Insulin,Sleepiness,18,83,44,82,88,153,Yes,No,Penicillin,Iron Supplement,O-,6
Typhoid,Azithromycin,Nausea,7,66,45,102,84,125,No,Yes,Dust,Iron Supplement,B-,9
Obesity,Liraglutide,Dry Mouth,7,62,31,79,98,167,Yes,Yes,Penicillin,Iron Supplement,A-,7
Heart Disease,Clopidogrel,Constipation,17,56,36,79,97,146,No,Not Applicable,Penicillin,Vitamin D,B-,7
Migraine,Topiramate,Rash,4,73,38,60,85,121,Occasional,Not Applicable,Penicillin,Calcium,A+,9
Malaria,Primaquine,Headache,1,49,41,74,84,145,No,No,Peanuts,Calcium,AB+,10
Asthma,Salbutamol,Sleepiness,7,56,44,92,98,157,Occasional,Not Applicable,None,Multivitamin,AB-,8
Liver Disease,Ursodeoxycholic Acid,Constipation,3,46,50,87,87,137,Occasional,Yes,Peanuts,None,AB+,7
Heart Disease,Atorvastatin,Headache,13,81,41,83,95,132,Occasional,Not Applicable,Dust,Calcium,O+,6
Malaria,Artemether,Nausea,12,55,46,75,84,136,Occasional,Yes,Dust,Iron Supplement,O-,8
Typhoid,Azithromycin,Headache,7,59,31,91,98,127,Occasional,Yes,Sulfa,Iron Supplement,A+,8
Kidney Disease,Calcitriol,Constipation,18,49,32,107,83,175,Occasional,Not Applicable,Sulfa,None,B-,6
Asthma,Salbutamol,Fatigue,17,64,34,73,100,153,Yes,Yes,Sulfa,Multivitamin,AB-,6
Diabetes,Glimepiride,Headache,8,66,31,63,91,172,Occasional,Yes,Penicillin,Iron Supplement,A-,10
Cancer,Imatinib,Nausea,5,61,43,90,99,137,Occasional,Not Applicable,None,Iron Supplement,AB+,4
Anxiety,Alprazolam,Headache,14,59,34,71,91,149,Yes,Not Applicable,Dust,Iron Supplement,B+,7
Heart Disease,Clopidogrel,Constipation,13,81,47,77,90,141,Occasional,No,None,Iron Supplement,A-,8
Migraine,Topiramate,Sleepiness,12,62,37,77,91,150,No,Not Applicable,Sulfa,None,B+,10
Cancer,Imatinib,Rash,2,45,39,60,97,159,Occasional,Yes,None,Calcium,O+,8
Kidney Disease,Erythropoietin,Sleepiness,3,72,31,73,94,176,No,Yes,Pollen,Multivitamin,A-,5
Diabetes,Glimepiride,Fatigue,17,60,42,82,98,136,Yes,No,Penicillin,Iron Supplement,A-,4
Heart Disease,Atorvastatin,Nausea,2,90,40,113,95,132,Yes,No,Pollen,Vitamin D,AB+,9
Allergy,Fexofenadine,Fatigue,2,65,38,66,96,145,Occasional,Not Applicable,Penicillin,Iron Supplement,O-,6
Asthma,Budesonide,Nausea,18,57,32,120,95,154,Occasional,No,Dust,Vitamin D,AB-,5
Tuberculosis,Rifampicin,Dry Mouth,12,90,46,85,96,163,No,No,Pollen,Iron Supplement,AB+,5
Migraine,Topiramate,Headache,16,63,48,119,89,167,No,Yes,Penicillin,Calcium,B-,10
Malaria,Artemether,Constipation,15,65,32,91,89,124,Occasional,No,Pollen,Iron Supplement,O+,10
Kidney Disease,Furosemide,Headache,9,47,32,81,91,146,Yes,No,None,Vitamin D,A+,4
Kidney Disease,Erythropoietin,Dry Mouth,9,56,50,84,88,168,No,No,None,Multivitamin,O+,9
Arthritis,Diclofenac,Constipation,1,63,32,83,83,145,No,No,Sulfa,Calcium,O-,6
Kidney Disease,Calcitriol,Dry Mouth,17,54,48,103,86,125,Occasional,No,Peanuts,None,B-,8
Hypertension,Losartan,Sleepiness,17,71,47,79,100,176,Occasional,No,Dust,Iron Supplement,B+,6
COVID-19,Remdesivir,Nausea,13,57,45,96,90,164,No,No,Sulfa,Multivitamin,AB-,6
Depression,Fluoxetine,Rash,15,70,43,117,86,155,Yes,Not Applicable,Pollen,Vitamin D,B-,7
Heart Disease,Atorvastatin,Dry Mouth,17,61,40,78,93,139,No,Yes,Penicillin,Calcium,O-,4
PCOS,Clomiphene,Sleepiness,18,51,41,71,96,147,No,Yes,Penicillin,Multivitamin,A+,9
PCOS,Letrozole,Dry Mouth,13,42,41,113,91,161,Occasional,No,Dust,Vitamin D,AB+,5
Thyroid Disorder,Levothyroxine,Dry Mouth,1,47,36,68,84,173,Yes,Not Applicable,Pollen,Iron Supplement,O-,5
Obesity,Phentermine,Diarrhea,18,83,47,117,85,125,No,No,Sulfa,Vitamin D,AB-,9
Anxiety,Clonazepam,Dizziness,9,60,39,75,89,126,Yes,Yes,Peanuts,Multivitamin,O+,8
Malaria,Chloroquine,Nausea,15,57,36,91,92,154,No,Not Applicable,Sulfa,Multivitamin,AB-,5
COVID-19,Remdesivir,Diarrhea,11,78,42,98,90,149,Yes,No,None,Vitamin D,A-,5
Arthritis,Diclofenac,Rash,16,49,39,84,90,170,Yes,Yes,Sulfa,Calcium,O-,5
Asthma,Salbutamol,Dry Mouth,14,55,44,94,80,167,No,Yes,Dust,Vitamin D,O-,9
Typhoid,Azithromycin,Diarrhea,3,61,34,119,100,149,Occasional,Yes,None,Iron Supplement,B-,7
Allergy,Cetirizine,Rash,8,69,43,108,94,155,No,No,Peanuts,None,B-,8
Allergy,Fexofenadine,Headache,15,90,31,90,93,172,No,Yes,Dust,None,O+,7
Thyroid Disorder,Levothyroxine,Dizziness,8,74,43,99,91,179,Occasional,Yes,None,Iron Supplement,AB-,8
Heart Disease,Aspirin,Dizziness,2,59,31,81,100,151,Yes,Yes,Penicillin,None,A-,7
Allergy,Cetirizine,Fatigue,4,86,41,65,89,153,Occasional,No,Dust,Multivitamin,A-,7
COVID-19,Favipiravir,Constipation,18,67,39,91,86,179,Occasional,Not Applicable,Dust,Iron Supplement,A+,7
Migraine,Sumatriptan,Nausea,16,41,48,119,93,131,Yes,Not Applicable,Dust,Calcium,B-,6
Depression,Sertraline,Sleepiness,7,83,44,110,87,177,Yes,Yes,Penicillin,Iron Supplement,B-,5
Liver Disease,Ursodeoxycholic Acid,Vomiting,7,71,42,61,98,156,Yes,No,Pollen,Vitamin D,B+,10
Tuberculosis,Ethambutol,Dizziness,18,45,48,104,83,173,No,Not Applicable,None,Calcium,O-,6
Kidney Disease,Erythropoietin,Diarrhea,6,81,36,107,84,122,Occasional,No,Dust,Iron Supplement,A+,9
Typhoid,Ciprofloxacin,Dry Mouth,3,78,42,82,88,170,Yes,Yes,Dust,Iron Supplement,O-,6
Liver Disease,Rifaximin,Rash,2,50,32,90,81,124,Occasional,No,Pollen,Vitamin D,O+,7
Typhoid,Azithromycin,Vomiting,6,53,50,96,93,141,Occasional,No,Peanuts,Multivitamin,O-,9
Thyroid Disorder,Propylthiouracil,Diarrhea,11,66,49,98,92,132,Yes,No,Pollen,Calcium,O-,6
Kidney Disease,Furosemide,Dizziness,6,40,43,99,87,134,Yes,No,None,Iron Supplement,B-,9
Migraine,Topiramate,Headache,13,85,35,75,90,171,Occasional,No,Penicillin,Iron Supplement,O-,7
Depression,Escitalopram,Vomiting,2,83,46,68,91,125,No,Yes,None,Calcium,AB+,8
Asthma,Salbutamol,Dizziness,4,74,50,91,96,130,Yes,Yes,Dust,Iron Supplement,A-,8
Thyroid Disorder,Carbimazole,Fatigue,1,85,48,87,82,165,No,No,Penicillin,Vitamin D,B+,8
Migraine,Sumatriptan,Sleepiness,1,64,35,100,86,180,No,No,Peanuts,Iron Supplement,AB-,7
Arthritis,Ibuprofen,Dry Mouth,9,47,43,88,97,149,No,Yes,Sulfa,None,O-,4
Allergy,Cetirizine,Rash,18,75,38,68,100,130,Yes,No,Sulfa,Iron Supplement,AB+,7
Cancer,Paclitaxel,Constipation,15,84,36,99,100,158,Yes,Yes,Penicillin,Iron Supplement,O-,10
PCOS,Letrozole,Sleepiness,9,69,50,82,91,179,No,No,Dust,Vitamin D,AB+,10
Diabetes,Insulin,Sleepiness,12,40,41,94,94,137,Occasional,Yes,Dust,None,B+,7
Thyroid Disorder,Levothyroxine,Constipation,13,51,37,83,93,154,Occasional,Not Applicable,Pollen,Iron Supplement,B-,8
Flu,Ibuprofen,Rash,14,78,42,102,82,127,Yes,Not Applicable,None,Calcium,O-,8
Hypertension,Atenolol,Vomiting,1,78,35,115,91,121,No,Yes,Peanuts,Calcium,A-,9
Tuberculosis,Ethambutol,Nausea,2,85,49,77,88,125,No,Yes,None,Iron Supplement,O-,4
Kidney Disease,Erythropoietin,Dizziness,2,90,43,67,93,161,Occasional,Not Applicable,None,None,O+,10
Migraine,Propranolol,Nausea,3,70,44,98,82,127,No,No,Penicillin,Multivitamin,A+,9
Malaria,Primaquine,Fatigue,8,59,42,108,85,120,Occasional,Not Applicable,Dust,Iron Supplement,AB-,5
Flu,Ibuprofen,Headache,18,84,42,101,85,123,Occasional,Yes,Dust,Calcium,A-,10
Depression,Fluoxetine,Diarrhea,12,46,31,77,83,121,Occasional,Not Applicable,Pollen,None,A+,7
Anxiety,Buspirone,Headache,4,74,31,87,86,153,Yes,Yes,Penicillin,Multivitamin,O+,8
Flu,Paracetamol,Fatigue,12,45,40,104,91,169,No,Not Applicable,Peanuts,Vitamin D,AB+,4
Tuberculosis,Isoniazid,Vomiting,1,53,46,114,91,162,Yes,Not Applicable,Penicillin,Calcium,B+,4
Tuberculosis,Isoniazid,Headache,13,48,48,111,89,143,Occasional,Yes,Sulfa,Iron Supplement,A-,9
Allergy,Fexofenadine,Headache,2,42,47,93,86,165,No,Yes,Pollen,None,B-,6
Thyroid Disorder,Propylthiouracil,Fatigue,11,57,42,80,90,174,No,Not Applicable,None,Multivitamin,B+,7
Flu,Oseltamivir,Sleepiness,10,83,42,107,89,175,Occasional,Yes,Dust,Iron Supplement,AB-,8
Depression,Sertraline,Headache,17,46,32,93,98,126,Yes,Yes,Sulfa,Calcium,O+,8
Diabetes,Metformin,Dry Mouth,4,61,50,76,84,160,Occasional,No,Pollen,Calcium,B-,5
Arthritis,Ibuprofen,Nausea,2,55,43,107,81,133,Yes,Not Applicable,Dust,None,A-,7
Malaria,Primaquine,Dry Mouth,9,82,50,74,97,176,Occasional,Not Applicable,Pollen,Iron Supplement,B+,9
PCOS,Letrozole,Headache,8,79,34,79,96,161,No,Yes,Dust,Multivitamin,A-,9
Cancer,Paclitaxel,Dry Mouth,13,87,47,96,83,132,Yes,No,None,None,O-,4
Flu,Paracetamol,Diarrhea,15,75,50,77,92,155,Occasional,Not Applicable,Dust,None,B-,8
Heart Disease,Aspirin,Vomiting,16,53,32,117,86,153,Occasional,No,Pollen,None,AB-,4
Cancer,Imatinib,Sleepiness,13,71,31,66,85,149,Occasional,No,Penicillin,Vitamin D,B-,10
